content_id,summary
541459,"Actor Lisa Ray is leaving her fans extremely curious by sharing some stunning pictures from her home.Lisa Ray who has been sharing some breathtaking pictures from her house is making her fans ask where she stays.The photos shared by Lisa includes views of mountains, clouds floating in and a slim pathway leading to a thick growth of plants and trees."
541456,"India and New Zealand will be adjudged joint winners of the inaugural World Test Championship if their final clash in Southampton ends in a draw or tie, the International Cricket Council (ICC) said.According to the playing conditions unveiled by the global body, ""a draw or a tie will see both teams crowned as joint winners.The final will also feature the implementation of three changes to international playing conditions, which were brought into effect with the ongoing World Cup Super League series between Bangladesh and Sri Lanka:Short Runs -- The Third Umpire will automatically review any call of a 'short run' by the on-field umpire and communicate the decision prior to the next ball being bowled."
541455,"For a long time now doctors and health experts have been warning about the self-medication habits of Indians and overuse of antibodies, which could result in drug-resistant bacteria or superbug.The recent alarming spike in the number of black fungus and other related deadly infections among those who have recovered from COVID-19 is said to the result of such overuse of steroids and antibiotics.Amid the rise in Mucormycosis, aka black fungus infection among COVID-19 patients, the Health Ministry had issued an advisory, in which it said: To prevent the disease, blood glucose level should be monitored post-COVID discharge and also in diabetic patients; steroids should be used judiciously in correct timing, dose and duration; clean sterile water should be used in humidifiers during oxygen therapy; and antibiotics and antifungal medicines should be used correctly."
541454,The fresh regulations have been brought with the objective to ensure service time of no more than 10 seconds per vehicle even during peak hours at the toll plazas on the National Highways.Representational Image/PTIIt is being said that the new guidelines will also ensure seamless flow of traffic at the toll plazas by not allowing vehicles to queue up more than 100 metres.The constant growth and adoption of FASTag by the highway users is encouraging and has helped to bring more efficiency in toll operations.
541453,"The Hollywood star opened up about his ""lifelong"" struggles with anxiety in a candid Instagram post on Wednesday in honor of Mental Health Awareness Month and reaffirmed to people that anyone who feels the same isn't alone.""I felt like I was on some schooner in the middle of a white squall the whole time,"" he recalled of making the superhero film.""Ryan Reynolds / Twitter""I went to go see a doctor because I felt like I was suffering from a neurological problem or something."
541450,"In a segment, many people from different countries passionately spoke about how Phoebe, Joey, Rachel, Chandler, Monica and Ross helped them sail through their dark times.Big names like Malala Yousafzai, Mindy Kaling and David Beckham among others elaborately spoke about how Friends added value to their lives and continues to do so.From the infamous quiz, smelly cat rendition with Phoebe and Lady Gaga to a walk down memory lane sharing little known trivia, David Schwimmer, Lisa Kudrow, Jennifer Aniston, Matt LeBlanc and Matthew Perry turned our hearts to mush."
541447,"This woman whose TikTok handle name is @msdanalee shared some very horrifying pictures of her feet after she took a 16-hour 'accidental' bath.""Ms Danalee apparently hasn't replied to any of these questions and many people like us are waiting to hear back from her.In the meantime, we just hope her feet get back to normal because we can't imagine living with those."
541441,"Your Fitbit will now notify you if you were snoring in your sleep, the previous night, as the fitness tracking company is planning on getting a slew of new sleep-tracking features, according to a report by 9to5Google.The Fitbit would detect when a person has gone to sleep and at that time it turns on the mic to listen to ambient sounds, looking for potential snoring.Also Read: Smartwatch Claims To Detect Your Stress Levels, And It's Not Made By AppleThe Fitbit however, won’t be able to distinguish between your snores or your partner’s."
541439,"In Delhi, the number of new cases has dropped from the high of over 28,000 to just over the 1,000 mark in the past few days.Sill higher than the first waveWhile it is a good sign that the second wave of COVID-19 may have peaked, a daily infection of close to 2 lakhs is way too high.But there is also a growing fear that with the vaccination drive failing to keep up pace with the demand, opening up too early could see the virus coming back, which will undo all the work that was done in the past few months to arrest the spread."
541438,"She played cupid between lovebirds Raj and Simran and pushed them to spend some romantic time with each other.Her really bad people skills and terrible sense of timing when it came to giving advice made her more human - it’s a typical trait of teenagers.At home, my family used to call me ‘dadi maa’ when I was a kid, and I was the only child till I turned six."
541437,"A day after the United States asked the World Health Organisation (WHO) to carry out the second phase of its investigation into the origins of Covid-19, India extended its support for the inquiry, calling it an “important first step.The team spent four weeks in and around the city with Chinese researchers who said in a report in March that the virus had probably been transmitted from bats to humans through another animal, and that “introduction through a laboratory incident was considered to be an extremely unlikely pathway.US' statement ""disrespect for science"": ChinaOn Thursday, the Joe Biden administration asked the US intelligence community to ""redouble their efforts"" to come to a conclusion on the origins of virus."
541433,"Late actor Sushant Singh Rajput's friend and roommate, Siddharth Pithani has been arrested by Narcotics Control Bureau (NCB) today.This arrest by NCB comes nearly a year later after multiple agencies have been investigating the death case of the actor who is still believed to have died on 14th June 2020 due to suicide.Siddharth Pathani and Sushant Singh Rajput / IndiatimesAn IT professional, Mr. Pithani had told various news channels about the actor's last moments and he was grilled by various agencies over his version more than half a dozen times since last September."
541432,"A video of two chai lovers has gone viral on social media which has left people in fits of laughter.The video of the hilarious incident was shared on Twitter by IPS officer Ankita Sharma.She added, ""What I liked about the cops is they are not even throwing their cups, and letting them drink chai, how sensitive."
541431,"Just a few days ago, veteran actresses Asha Parekh, Waheeda Rehman and Helen's vacation pictures went viral online.Talking to Spotboye, Asha Parekh revealed,“These pictures are from a holiday we took in the end of March in the Andamans just before the lockdown.When asked about the holiday trip, the actress admitted having fun and going for snorkeling for the first time with Waheeda and called it a lifetime experience."
541428,"The police in Bengaluru on Thursday arrested five people for allegedly raping and torturing a woman, the Hindustan Times reported.Viral video and outrageThe crime, which allegedly took place in Bengaluru's Ramamurthy Nagar six days ago, led to massive outrage on social media with people demanding immediate action against the accused.“Our initial probe has revealed that the gang brought her illegally into the country by promising her a job,” a senior officer told The Hindu."
541425,"Also Read: This Is What An Exploding Atom Looks Like, When It Burns And Reveals Its Innermost SecretsThe photograph is an electron ptychographic reconstruction of a praseodymium orthoscandate crystal which has been zoomed in 100 million times.The method that the team used to capture this imagery is called ptychography in which a beam (in this instance, made of electrons) is repeatedly fired through an object of interest, from different positions and angles each time.”Representational Image: Getty ImagesAlso Read: NASA Created Fifth State Of Matter Inside The International Space StationHe further added, “We want to apply this to everything we do."
541421,"Bollywood actor Randeep Hooda has found himself right in the center of an unforeseen controversy that has people demanding his arrest and even labeling him as 'casteist' and 'sexist'.Calling out Hooda for his inappropriate joke, the user wrote, “If this does not explain how casteist and sexist this society is, especially towards Dalit women, I don’t know what will.However, others didn't take this cryptic post well and demanded the actor to apologize for trash talking about a woman who has fought and battled several odds to reach where she has."
541419,"The United Nations have called menstrual health is a human right, but a large section of women in the menstruating age group are deprived of this, due to the lack of resources and awareness.The term also refers to the increased economic vulnerability women and girls face due the financial burden posed by menstrual supplies.Difficulty affording menstrual products can cause girls to stay home from school and work, with lasting consequences on their educations and economic opportunities."
541415,"But the adorable part was that the doggo doesn't run in any direction, he hyperactively keeps circling at the same place.This heartwarming video has gotten the internet's attention and people can't get over this furry animal's reaction.Many different instances have proved that dogs are pretty much the best companions a man could have and honestly, we humans don't deserve their company."
541411,"Videos of grit, love, and kindness often transcend boundaries of language and culture thanks to social media platforms.Also read: 'I Am Beautiful,' Says 3-YO Syrian Girl After She Gets New Prosthetic Leg & It's HeartwarmingThe video has gone viral on the microblogging platform, garnering more than 3.Also read: Man Born Without Lower Arm Is Now A DJ & Has Hacked His Prosthetic To Play Music With His Mind"
541409,"The bowlers provide a solid back-up to India's cricket campaigns these days but the quality of batsmen will stand out in the final,"" Dev said.So you have to be tactically good and technically sound when you play in England,"" he said in an interview to Mid-Day newspaper.""I would have preferred more than just one match to decide such an important title… Maybe, Lord's would have been a better venue than Rose Bowl because the ground has great history."
541408,"After being replaced in Dharma Productions Dostana 2, Bollywood actor Kartik Aaryan has now walked out of Shah Rukh Khan's Red Chillies backed film tentatively titled 'Freddie' directed by Ajay Bahl.It is reportedly alledged that Kartik Aaryan voluntarily walked out of Freddie citing 'creative differences' which are a direct result of his displeasure with the film's script.Shah Rukh Khan and Kartik Aaryan / IndiatimesAccording to the Komal Nahata-led entertainment website Film Information, ""The main reason for Kartik being dropped from producer Shah Rukh Khan's film is the same as Dharma Productions' Dostana 2."
541406,"World number one Novak Djokovic said that he would reconsider taking part in the Tokyo Olympics if spectators were banned from attending.The world number one's reaction came after calls grew in Japan for the Games to take place behind closed doors, with one doctors' association saying the event should be cancelled altogether.Haruo Ozaki, chairman of the Tokyo Medical Association, said on Thursday that holding the Games without spectators ""is the bare minimum given the current situation""."
541405,"In an extremely tragic incident, a young, bright student who was also helping COVID-19 patients to find hospital beds and oxygen has lost his life to the virus.The second wave has been heartless in its ruthless rampaging through our country exposing our hollow claims of being prepared, of being one of the largest producers of pharmaceutical products in the world, of even being a civilization that places value on the higher things in life.Jha, a native of Howrah’s Bally had passed out of Kolkata’s St Xavier’s Collegiate School with 99% in his Class XII board exams and wanted to become a civil servant."
541403,"The government is examining Pfizer's request for indemnity and will take a decision in the larger interest of people and on merit, NITI Aayog Member (Health) VK Paul said.Pfizer has sought relaxationsPfizer, which is ready to offer 5 crore doses to India between July and October this year and has sought certain relaxations including indemnification, has held a series of interactions with the government authorities recently including one this week, during which it shared the most recent data points regarding efficacy trials and approvals for its vaccine in various countries and by the World Health Organisation (WHO).Following recent meetings between the Indian government and Pfizer's Chairman and CEO Albert Bourla, they have agreed to jointly work on three key issues to accelerate approval for the company's COVID-19 vaccine in India, namely procurement through a central government pathway; indemnity and liability; and the regulatory requirement for post-approval bridging studies."
541402,"Two young men on Thursday allegedly hurled abuses at a doctor and his staff, issued threats and opened fire outside their clinic in Greater Noida after one of them was told to enter only with a face mask on in view of the COVID-19 pandemic, police said.They both hurled abuses at the doctor and his staff, issued threats and went outside the clinic where they opened gunshots in the air in rage before leaving again,"" the officer said.While Parmeet is on the run, his friend Rahul who accompanied him during the incident has been arrested and legal proceedings initiated against him, the police added."
541401,"However, researchers say that a small percentage of antibody-producing cells migrate to the bone marrow and settle there, while continuously releasing low levels of antibodies in the blood, protecting us from getting infected again.Also Read: Three Months To Two Years: How Much Immunity Does Coronavirus Vaccine ProvideAccording to Ellebedy, the key to finding the answer to the question of long-lasting antibody protection lies in the bone marrow.Also Read: Israel Develops Antibody That Can Neutralize COVID-19 In Body, Will Begin Mass Production SoonOn the other hand, 15 out of the 19 bone marrow samples from people who had COVID-19 contained antibody-producing cells specifically to take down the novel coronavirus."
541400,"The technology is already witnessing exponential growth in its computing power as measured in ""Quantum Volume"" and is expected to grow further.For instance, in banking and finance quantum computing can be used to perform portfolio optimization, risk analysis and fraud detection more efficiently.In manufacturing, it can be used in designing batteries that can store more energy and in supply-chain and logistics it can be used to track global distributions and do more efficient routing, or predict systemic risks better."
541397,"The richest man on the planet, Elon Musk is known for saying the most peculiar things at times.However, many people and including Bill Gates have rubbished Musk's solution of colonializing Mars.Many climate activists have also dissed the Tesla owner for not trying make Earth a better place to live rather than finding ways to colonialize a barren planet with no life."
541396,"Fugitive economic offender Mehul Choksi who was captured by the Dominica authorities after he fled from Antigua and Barbuda where he had bought a citizenship and was hiding since 2018 will not be sent back soon as expected earlier.The recent chain of events began on Sunday, May 23 when the 62-year-old scamster left his home for dinner in his car in Antigua and Barbuda.He also claimed that Choksi was kept there and then on Monday he was taken to the police station but the news of his arrest was broken only on Wednesday and there are marks on his body of the force."
541395,"A 76-year-old Japanese woman has been arrested after she called the local emergency number asking what to do about the unpleasant odour coming from her son’s rotting corpse lying in the apartment they shared.Toshiko Ujibe, resident of the Asaminami neighbourhood of Hiroshima, called the police on Monday morning to the apartment she shared with her 53-year-old son Kenji, according to Sora News 24.Also read: Fearing Eviction From Home, Japan Woman Hid Mother's Corpse For 10 YearsRepresentational Image/Sora News24Upon arrival at the scene, authorities found the body of a deceased 53-year-old man in his bedroom."
541394,"Due to the restrictions in place, many couples have had to swap their big fat weddings for small intimate affairs.Representational Image/iStockRecently, a couple from Madurai got married on a commercial flight to escape Covid restrictions in Tamil Nadu.Also read: Awaiting Pheras, Groom In Gujarat Lands In Jail For Flouting COVID-19 NormsRepresentational Image/iStockThe report added that the wedding was overseen by officials from both states' police, health, forest, and excise departments."
541393,"India reported 1,86,163 fresh Covid-19 cases on Thursday, the lowest daily count in 44 days, as infections continued to decrease in the country.The West Bengal government had announced the existing restrictions for 15 days from May 16 following a huge surge in the number of coronavirus cases.Riyas, a first-time legislator and son-in-law of Chief Minister Pinarayi Vijayan, said that the government will closely work together with the industry with the aim of doubling tourists' arrival by 2025, and hoped that 2022 will be turn out to be a ""Covid-19 Free Tourism Year. """
541392,"The story is about Anton Castillo and his war against the revolutionaries, the guerilla freedom fighters who want him to step down, while he prepares his son, 13-year-old Diego to be the next to take the throne.If you’ve been an avid fan of the franchise you know a good Far Cry villain is the most important, and seeing Giancarlo’s limited shots in the teaser and trailers, it surely seems like we are in for a painful treat.That on top of guerrilla camps -- this notion of these safe spaces, where you can blow off some steam, play some dominoes mini-games and meet other quest givers and then go out into the world."
541389,"Also Read: Indian Govt vs Social Media: Timeline Of Events That Decide Your Online PrivacyIndia’s glorious tradition of free speechIn a press release by the Government of India, it has stated that it has strongly controverted the claims made by Twitter, “India has a glorious tradition of free speech and democratic practices dating back centuries.”The Government of India states that Twitter with its statements is trying to dictate its terms to the world’s largest democracy while also undermining the nation’s legal system.”It also gave examples of when the Government had asked Twitter to take down or block content during the unlawful incidents at the Red Fort, New Delhi, and it responded to comply long after the damage was done."
541387,"Without the presence of a capable exhaust system, materials would get damaged and require replacement regularly, increasing the cost and amount of time a power plant could operate at.Also Read: Scientists Steady Plasma At 50 Million Degrees, Promise Nuclear Fusion Energy SoonResearchers have been conducting tests at MAST Upgrade at Culham, near Oxford since October last year which has shown a good ten-fold reduction in heat on materials with the Super-X system.Also Read: New Diamond Battery Will Last 28,000 Years, Powered By Nuclear WasteUKAEA's lead scientist at MAST Upgrade, Dr Andrew Kirk, said: ""These are fantastic results."
541385,"A Twitter user by the name of Robin Zacchaeus noticed a young boy helplessly begging outside Gandhi Hospital, Hyderabad.Robin then urged people on social media to get him registered in a hostel and even shared his contact details for any help.The post even reached the Minister for Municipal Administration & Urban Development, Industry & Commerce, Information Technology, K. T. Rama Rao and he ensured that he'd help."
541384,"As per Centres for Disease Control and Prevention, obesity may triple the risk of hospitalization due to COVID-19 infection, is linked to impaired immune system and decreases lung capacity.ALSO READ: Weight Loss Tips - Common Mistakes To AvoidOn this World Digestive Health Day, let us raise awareness about obesity and its impact on the development of comorbidities, one of which is gallstones.Today, when scientific breakthroughs and minimally invasive procedures are bringing respite to millions of patients, let us not forget that adopting healthy lifestyle can go a long way in managing problems like gallstones."
541382,"Years After Their Controversial Kiss, Rakhi Sawant Calls Mika Singh 'Bhai', Touches His FeetThe duo was snapped at a cafe in Mumbai by the paparazzi.To Celebrate Ordinary People's Extraordinary Work In Pandemic, Richa Chadha Launches The KINDryTo spread positivity in these gloomy times, Richa Chadha has kickstarted a social media initiative called The Kindry that celebrates the ordinary people doing extraordinary work in the midst of a pandemic.NCPCR Seeks FIR Against Web-Series 'Bombay Begums' Over Inappropriate Portrayal Of ChildrenThe apex child rights body also sought an action taken report from the Mumbai Police commissioner in the matter within three days."
541380,"Last week, the Union Health Ministry had said that 2-DG, reduces a patient's average recovery time by two and a half days and oxygen demand by upto 40 per cent.NITI Aayog member (health) Dr VK Paul said Drugs Controller General of India (DCGI) had granted permission for the emergency of 2-DG and the government will consider including it in the national COVID-19 treatment protocol after examining the data of the medicine.DIPCOVAN, the DIPAS-VDx COVID 19 IgG Antibody Microwell ELISA for sero-surveillance has been developed by the Defence Institute of Physiology and Allied Sciences (DIPAS) in association with Delhi-based firm Vanguard Diagnostics Pvt Ltd."
541379,"Posts containing false claims about ""safety, efficacy, ingredients or side effects"" were added to the list of already banned content, which included more general coronavirus misinformation.Recently, the theory that coronavirus escaped from a laboratory gained some traction in Washington, resulting in President Joe Biden announcing a ramped-up effort to confirm how the virus originated.""Meanwhile, the former head of the US Food and Drug Administration (FDA) has said that circumstantial evidence of Covid-19 originating in a lab in China's Wuhan continues to grow as researchers are yet to prove that the virus jumped from an animal to humans, as per a report in The Hill newspaper."
541377,"Speaking at the Covid-19 review meeting on Tuesday, Gehlot said that Rajasthan does not have a tradition of hiding deaths and that the state dispensation is concerned more about the lives of people than the figures.Opposition's allegationsBJP national spokesperson and Jaipur Rural MP Colonel (retd) Rajyavardhan Rathore had earlier alleged that the state government was fudging the Covid death toll.State BJP president Satish Poonia accused the Chief Minister of creating an atmosphere of fear in Rajasthan by speaking about the possibility of an outbreak among children."
541374,"To see Jennifer Aniston, Matt LeBlanc, Lisa Kudrow, Courteney Cox, David Schwimmer and Matthew Perry in one frame for one last time has sent the internet into a tizzy.Seventeen years on, the FRIENDS reunited and took us on a nostalgic ride full of smiles, laughs and tears.""Also Read: Fans Share Favourite Moments From Friends Special As Cast Declares It To Be Their Last Reunion"
541372,"People who are trying to switch from prepaid to postpaid or the other way around today can only do so by either connecting with the customer service outlet, filing an application and then getting a new SIM card.DoT ADG Suresh Kumar explains, “The PoC for conversion from prepaid to postpaid and vice versa may be carried out by the telecom service providers as per the procedure.”Also Read: Reliance Jio Shakes Airtel's Hand, Buys Spectrum In Delhi-Mumbai For ₹1500 CroreWhile the proposal is yet to be accepted and the actual process isn’t really out, theoretically, this could be as simple as talking to a customer care representative on a phone call and providing the OTP at the end of the call to confirm the switch between prepaid to postpaid."
541370,"According to ANI, dozens of bodies, believed to be COVID-19 victims have washed up on the banks of Sarayu river in Uttarakhand's Pithoragarh.Safe For 12+, 'Highly Effective' Against New Variants: Why Pfizer Is Seeking Fast-Track NodPfizer has told Indian authorities that its jab has shown ""high effectiveness"" against the SARS-CoV-2 variant prevalent in India, while it is suitable for everyone aged 12 years or above and can be stored for a month at 2-8 degrees, sources said.Read moreMehul Choksi Who Fled Antigua Detained In Dominica, Could Be Deported To India SoonMehul Choksi, one of the key accused in the Punjab National Bank (PNB) scam case who was reported missing from his hideout in Antigua a couple of days ago has been detained in Dominica."
541369,"Indiatimes got candid with Huma and spoke about her experience of working in the film, dealing with the pandemic and lot more.”Huma admitted that things have changed a lot when it comes to portraying female characters on screen.”Talking about her small role in Army Of The Dead, she said that she believes in doing different shades of characters and is not interested in mere presence or be a romantic lead to an actor,“I have never been afraid of doing an ensemble film."
541367,"Just because these speechless creatures can't defend themselves, humans take advantage of this fact and harass them for their own ""fun.""Another such case has emerged where a Delhi-based Youtuber who runs a channel called ""GauravZone,"" recently uploaded a video with his pet dog, Dollar.Gaurav along with his mother tried to make his pet fly by attaching several helium balloons on his back."
541364,"From social media to news channels, every medium we turn to has something heart-wrenching to offer that puts us into deep thoughts, often making us upset.To spread positivity in these gloomy times, Richa Chadha has kickstarted a social media initiative called The Kindry that celebrates the ordinary people doing extraordinary work in the midst of a pandemic.While responding to SOS appeals on social media, I realized ordinary citizens are working day and night to procure life-saving drugs, beds, oxygen for people they've never met."
541363,"Sundar Pichai in a statement has announced that Google is willing to comply with the revised MeitY guidelines that came into effect yesterday, May 26, according to a report by ET.Also Read: Twitter Concerned Of Potential Threat To Freedom Of Expression In IndiaPichai revealed this in a conversation with selected individuals of media from the Asia Pacific.""Also Read: India Could Block Facebook, Twitter, Instagram From May 26: Here's WhyFacebook’s WhatsApp, on the other hand, wasn’t very happy with the new guidelines and in fact, filed a case against WhatsApp on Tuesday in the Delhi High Court claiming that one of its new guidelines that ask to trace the origin of messages violates the fundamental right to privacy of the users."
541362,"There was a lot happening on the one-hour and 40-minute episode to take you on a roller coaster ride full of emotions.It features main characters Matt Le Blanc, Matthew Perry, David Schwimmer, Lisa Kudrow, Courteney Cox and Jennifer Aniston, and some guests too -- David Beckham, BTS, Justin Bieber, Lady Gaga, Reese Witherspoon, Malala Yousafzai, James Corden, Cindy Crawford, Mindy Kaling and Kit Harington among others.""Honestly, this will really make me cry, but this will be the last time that we’re ever asked about the show as a group that we will do this… Like, we’re not going to do this (again) in 15 more years,” Courteney Cox declared."
541362,"There was a lot happening on the one-hour and 40-minute episode to take you on a roller coaster ride full of emotions.It features main characters Matt Le Blanc, Matthew Perry, David Schwimmer, Lisa Kudrow, Courteney Cox and Jennifer Aniston, and some guests too -- David Beckham, BTS, Justin Bieber, Lady Gaga, Reese Witherspoon, Malala Yousafzai, James Corden, Cindy Crawford, Mindy Kaling and Kit Harington among others.""Honestly, this will really make me cry, but this will be the last time that we’re ever asked about the show as a group that we will do this… Like, we’re not going to do this (again) in 15 more years,” Courteney Cox declared."
541358,"Over the past few weeks, the nation has watched in horror, unidentified bodies washing ashore along the banks of River Ganga.Pankaj Chandola, tehsildar of the district who is supervising the cremation of the COVID patients in the Ghat area, said that the bodies flowing into the Saryu river are not from Pithoragarh.Earlier this month, a large number of such unclaimed bodies were recovered from the banks of River Ganga in Uttar Pradesh and Bihar, leading to a blame game between the two states."
541357,"The National Commission for Protection of Child Rights has written a letter to Maharashtra's additional home secretary Manu Kumar Shrivastva seeking an FIR against the makers of Netflix web series Bombay Begums, which starred Pooja Bhatt, Plabita Borthakur and Shahana Goswami among others, over the alleged inappropriate portrayal of children.The apex child rights body also sought an action taken report from the Mumbai Police commissioner in the matter within three days.In March as well, NCPCR had appealed to stop the streaming of the show as it allegedly normalises minors indulging in casual sex and drug abuse."
541356,"The incident caused an uproar on the aircraft with a passenger filing an official complaint with the Civil Aviation Authority (CAA).Advocate Bilal Farooq Alvi, who was on board the plane, issued a video message on social media claiming to detail the actions of the couple in the presence of families aboard the flight.In addition to this, Alvi filed a complaint with the Civil Aviation Authority (CAA) against the airline staff for not taking adequate measures to stop the couple."
541353,"So, if you're someone who with a lot of effort have managed to get a slot for vaccination, there is a nutritionist who is sharing some dietary tips that will help you after you take that shot.This sports nutritionist by the name of Manisha Mehta has shared a meal chart on what you should and shouldn't eat when you get vaccinated starting from the morning to the night.For lunch have a proper Indian diet inclusive of rotis or boiled rice with dal, sabji, chutney, dahi."
541351,"Fifty three Rohingya refugees lodged in J&K’s lone holding centre for illegal migrants have tested positive for Covid-19 in the past three days, according to Kathua district chief medical officer Dr Ashok Choudhary.About 220 Rohingya refugees are lodged in Kathua's Hira Nagar Sub-Jail, which was declared a holding centre by the J&K authorities early this year.Earlier this year in March, a verification drive of Rohingyas was carried out in Jammu on the instructions of the Union Ministry of Home Affairs."
541350,"Several people were killed and many injured wounded when a person opened fire with a gun in a light rail yard in San Jose, California the county sheriff's office said, as per Reuters.A local ABC News affiliate reported that the building was not open to the public, so the shooter would have needed employee access or to have broken in.San Jose, a city with about 1 million residents, lies at the heart of Silicon Valley, a global center of technological innovation and home of some of America's biggest tech companies."
541349,"Matt LeBlanc, Matthew Perry, Lisa Kudrow, David Schwimmer and Courteney Cox might have enjoyed a long reign on the television, thanks to the show Friends but their careers couldn’t reach the same high ever again.Instead, she again came under the spotlight when the duo announced their separation following Pitt’s infamous movie release Mr And Mrs Smith opposite Angeline Jolie and their scandalous affair.Not one to be bogged down by failure in both professional and personal life, Jennifer Aniston soon found her sweet spot when her movie The Break Up opposite Vince Vaughn became a hit in 2006."
541348,"Twitter has finally released a statement after the whole ‘manipulated media’ kerfuffle surrounding BJP spokesperson Sambit Patra and Congress Party (reported first by Reuters).Also Read: Indian Govt vs Social Media: Timeline Of Events That Decide Your Online PrivacyThe statement comes days after Delhi Police raided the Twitter offices regarding the tagging of the posts.""Also Read: India Could Block Facebook, Twitter, Instagram From May 26: Here's WhyThe spokesperson added, “We plan to advocate for changes to elements of these regulations that inhibit free, open public conversation."
541347,"""Despite a declining global trend over the past four weeks, incidence of COVID-19 cases and deaths remain high, and substantial increases have been observed in many countries throughout the world,"" WHO said.""While the overall incidence of cases continues to decrease (driven primarily by trends in India), death incidence continued to increase for a tenth consecutive week, and sizable increases have been observed in other countries in the region,"" it added.2 sub-lineages was received by WHO from unofficial sources in 11 countries, including China, and will be reviewed as more information becomes available."
541341,"Just two weeks back, she ""absolutely stunned"" the judges - Jock Zonfrillo, Melissa Leong and Andy Allen - when she cooked ""chhole,"" ""parantha"" and ""kadhai paneer.""MasterChef AustraliaIf that was not enough impressive, Chhibber has just raised the bar again with a dish that vouches for her inventiveness - green curry cake with chocolate chilli Ganache and coconut ice-cream.Also read: Watching Cooking Videos Makes People Eat More Food, Says StudySharing the photos of her dish to Instagram, Chhibber wrote that if someone was wondering how it tasted, it was wild."
541336,"Saari duniya chodke terko… wahi bas mili""Mika Singh had made an entire song on the controversy that erupted after he allegedly forcefully kissed Rakhi Sawant at her birthday party.Sawant had even lodged a case of molestation against Singh, and when he released a song in collaboration with Meet Bros to reveal his side of the story, people went berserk.""Humlog dost hai abhi (We are friends now),"" adds Rakhi."
541331,"Randeep Hooda became the eye of the storm recently after a clip from his old interview went viral.Sharing an image of a Tiger clicked by him, he shared a quote by Sher Khan from Jungle Book, ""No matter how fast you run, no matter where you hide, I will catch you.Also Read: Randeep Hooda Faces Severe Criticisim For His Sexist And Casteist 'Dirty Joke' On Mayawati"
541330,"Neena Gupta has narrated her life story in a book ‘Sach Kahun Toh’ in which she revealed how she didn’t have money for C-section birth when she was expecting Masaba.Masaba shared this story of her mom on Instagram and wrote,“An excerpt from ‘Sach Kahun Toh’ by @neena_gupta : When I was born,my mum had Rs 2000/- in her bank account.I work very hard every single day of my life & never ever let anyone not give me what I deserve only to make sure I can pay her back for bringing me into this world."
541329,"Assistant Professor Morten Ambye-Jensen from the Department of Biological and Chemical Engineering at Aarhus University, who is developing this novel technique, explained that they’d first harvest the grass and extract the protein for animal feed.”Also Read: Pineapple Leaves Turned Into Tiny Drones That Are Lighter, Sturdier & BiodegradableThe researchers highlighted that they won’t just be relying on grass, but they’d also look at clover for fibre sources.”To bring this initiative to fruition, the project has received 440,000 Euros in funding from the Danish Environmental Protection Agency, under the program for Green Development and Demonstration (GUDP)."
541327,"Ahmedabad-based Zydus Cadila has sought permission from the Drugs Controller General of India (DGCI) to initiate human clinical trials for monoclonal antibodies cocktail for the treatment of COVID-19.ZRC-3308, a cocktail of two SARS-CoV-2-neutralizing monoclonal antibodies (mAbs) can emerge as one of the main treatments for mild COVID 19,"" Cadila Healthcare said in a regulatory filing.AFP/ REPRESENTATIONAL IMAGENamed ZyCoV-D, the vaccine candidate was cleared for human trial by DCGI in July 2020 and is expected to be available in the market by June 2021."
541326,"In fact, one of these oddballs was just loitering around during the heavy rainfall and strong winds for a reason which will surprise you and make you crack up as well.Cyclone Yaas affected coastal areas in north Odisha and neighbouring West Bengal as it made landfall around 9 am on Wednesday with a wind speed of 130-140 kmph.NDRF and several other forces have been continuously on the move to help people affected by this cyclone and bring them back to a safe place."
541325,"An Indian-origin driver in the US is being hailed a hero after he stopped his train and saved an Asian man who was pushed onto the tracks in an apparent hate crime incident.Moments earlier, the suspect had allegedly shoved the Asian man onto the tracks — the latest in a spate of attacks in the city’s subway system.Also read: Mumbai Cop Saves Elderly Man From Getting Crushed Under Train, Slaps Him LaterThe suspected subway shover remained on the loose on Monday."
541323,"Even during the tough times when most of our days are filled with distressing news coming in from across India, some good samaritans are trying to give us all the hope we need.The Bangalore Pledge Project has been bringing together voluntary donors and local shop owners to provide food kits to the needy in their neighbourhood.In Chennai too, the Trans Community Kitchen helps people stranded on the road without access to free or affordable food, as per a report in The New Indian Express."
541322,"Sushil is the primary suspect for the murder of junior wrestler Sagar Rana who died at the brawl that took place at the Chhatrasal Stadium.Kaala Jathedi reportedly runs his gang from Malaysia and had also allegedly asked Supant Nehra to assassinate Bollywood actor Salman Khan 2 years ago.While Nehra was nabbed by Haryana Polic's SIT, Kaala's other aides like Lawrence and Bishnoi are on the remand of a special cell."
541320,"The Frenchman's reported departure is after a less than promising campaign for Real, who also lost to Chelsea in the Champions League semis as they failed to win a trophy for the first time in 11 seasons.Italian football journalist Fabrizio Romano broke what he called ""exclusive"" news in a tweet which was picked up by Spanish sports outlets including Madrid sports dailies Marca and AS, and the radio station Cadena Ser.Only 10 days ago Zidane, who has a contract until 2022, denied media speculation that he had already told his players that he would be leaving at the end of the season."
